base_cluster,other_cluster,group,outlier_id,options
"[15, 21]","[3, 21]","['3384', '7489', '20839', '13497', '42206']",42206,"['42206', '3384', '7489', '20839', '13497']"
"[3, 28]","[15, 28]","['73823', '12683', '8257', '42226', '3258']",3258,"['42226', '3258', '12683', '8257', '73823']"
"[3, 21]","[15, 21]","['47060', '53064', '14038', '42206', '13497']",13497,"['42206', '14038', '53064', '13497', '47060']"
"[15, 21]","[3, 21]","['13497', '3384', '7489', '20839', '47060']",47060,"['3384', '47060', '7489', '13497', '20839']"
"[15, 28]","[3, 28]","['10526', '23274', '38548', '67905', '55090']",55090,"['23274', '38548', '67905', '55090', '10526']"
"[3, 17]","[15, 17]","['12043', '33084', '53579', '64047', '60915']",60915,"['60915', '33084', '64047', '53579', '12043']"
"[15, 21]","[3, 21]","['3384', '13497', '20839', '7489', '14038']",14038,"['14038', '7489', '13497', '3384', '20839']"
"[15, 17]","[3, 17]","['60915', '1225', '47834', '11908', '64047']",64047,"['64047', '47834', '11908', '1225', '60915']"
"[15, 17]","[3, 17]","['11908', '47834', '60915', '1225', '38478']",38478,"['1225', '47834', '38478', '11908', '60915']"
"[3, 28]","[15, 28]","['8257', '55090', '12683', '73823', '3258']",3258,"['12683', '73823', '55090', '8257', '3258']"
"[3, 28]","[15, 28]","['73823', '55090', '42226', '12683', '67905']",67905,"['42226', '73823', '55090', '67905', '12683']"
"[15, 17]","[3, 17]","['47834', '1225', '11908', '60915', '33084']",33084,"['33084', '47834', '1225', '60915', '11908']"
"[15, 28]","[3, 28]","['38548', '67905', '10526', '23274', '8257']",8257,"['67905', '23274', '38548', '8257', '10526']"
"[15, 28]","[3, 28]","['67905', '23274', '10526', '3258', '12683']",12683,"['3258', '10526', '12683', '67905', '23274']"
"[3, 17]","[15, 17]","['54792', '64047', '12043', '33084', '47834']",47834,"['12043', '54792', '47834', '33084', '64047']"
"[15, 28]","[3, 28]","['23274', '3258', '10526', '67905', '42226']",42226,"['23274', '3258', '42226', '67905', '10526']"
"[3, 17]","[15, 17]","['33084', '54792', '53579', '38478', '60915']",60915,"['33084', '53579', '54792', '38478', '60915']"
"[3, 28]","[15, 28]","['12683', '55090', '8257', '73823', '67905']",67905,"['12683', '67905', '8257', '73823', '55090']"
"[3, 17]","[15, 17]","['64047', '38478', '53579', '54792', '1225']",1225,"['38478', '53579', '64047', '1225', '54792']"
"[3, 17]","[15, 17]","['33084', '12043', '64047', '38478', '60915']",60915,"['60915', '38478', '12043', '33084', '64047']"
"[15, 28]","[3, 28]","['67905', '38548', '3258', '10526', '73823']",73823,"['3258', '10526', '73823', '67905', '38548']"
"[3, 21]","[15, 21]","['42206', '14038', '47060', '57272', '7489']",7489,"['14038', '7489', '57272', '47060', '42206']"
"[3, 17]","[15, 17]","['54792', '64047', '33084', '53579', '11908']",11908,"['53579', '54792', '33084', '11908', '64047']"
"[3, 17]","[15, 17]","['54792', '38478', '12043', '64047', '60915']",60915,"['12043', '54792', '60915', '38478', '64047']"
"[15, 28]","[3, 28]","['23274', '38548', '3258', '10526', '55090']",55090,"['10526', '38548', '55090', '3258', '23274']"
"[3, 28]","[15, 28]","['8257', '55090', '42226', '73823', '38548']",38548,"['73823', '42226', '38548', '8257', '55090']"
"[3, 28]","[15, 28]","['12683', '73823', '55090', '8257', '10526']",10526,"['8257', '10526', '55090', '73823', '12683']"
"[3, 21]","[15, 21]","['14038', '53064', '42206', '57272', '7489']",7489,"['53064', '14038', '7489', '42206', '57272']"
"[3, 17]","[15, 17]","['33084', '54792', '12043', '64047', '1225']",1225,"['54792', '1225', '33084', '12043', '64047']"
"[15, 28]","[3, 28]","['3258', '10526', '38548', '67905', '42226']",42226,"['38548', '67905', '3258', '10526', '42226']"
"[3, 28]","[15, 28]","['55090', '8257', '73823', '42226', '10526']",10526,"['73823', '55090', '42226', '8257', '10526']"
"[15, 21]","[3, 21]","['7489', '3384', '20839', '13497', '57272']",57272,"['7489', '3384', '13497', '57272', '20839']"
"[3, 17]","[15, 17]","['54792', '53579', '64047', '12043', '47834']",47834,"['64047', '54792', '47834', '12043', '53579']"
"[15, 28]","[3, 28]","['23274', '67905', '10526', '3258', '55090']",55090,"['3258', '55090', '67905', '23274', '10526']"
"[3, 28]","[15, 28]","['8257', '42226', '12683', '73823', '67905']",67905,"['42226', '12683', '8257', '67905', '73823']"
"[3, 28]","[15, 28]","['12683', '55090', '8257', '73823', '38548']",38548,"['8257', '12683', '38548', '73823', '55090']"
"[3, 21]","[15, 21]","['14038', '57272', '42206', '47060', '3384']",3384,"['14038', '47060', '42206', '57272', '3384']"
"[3, 28]","[15, 28]","['73823', '55090', '42226', '8257', '67905']",67905,"['67905', '8257', '73823', '42226', '55090']"
"[3, 17]","[15, 17]","['53579', '33084', '38478', '64047', '47834']",47834,"['47834', '53579', '38478', '33084', '64047']"
"[3, 21]","[15, 21]","['14038', '53064', '42206', '57272', '3384']",3384,"['57272', '3384', '42206', '53064', '14038']"
"[3, 28]","[15, 28]","['12683', '8257', '55090', '42226', '23274']",23274,"['8257', '12683', '42226', '55090', '23274']"
"[3, 17]","[15, 17]","['54792', '33084', '53579', '12043', '47834']",47834,"['47834', '33084', '53579', '54792', '12043']"
"[3, 17]","[15, 17]","['33084', '54792', '53579', '64047', '60915']",60915,"['33084', '53579', '60915', '64047', '54792']"
"[3, 21]","[15, 21]","['42206', '53064', '47060', '57272', '13497']",13497,"['57272', '13497', '47060', '42206', '53064']"
"[3, 17]","[15, 17]","['54792', '38478', '33084', '64047', '1225']",1225,"['54792', '1225', '64047', '38478', '33084']"
"[3, 21]","[15, 21]","['53064', '57272', '42206', '14038', '20839']",20839,"['53064', '42206', '20839', '57272', '14038']"
"[3, 17]","[15, 17]","['33084', '38478', '64047', '53579', '1225']",1225,"['53579', '33084', '1225', '64047', '38478']"
"[15, 28]","[3, 28]","['3258', '10526', '23274', '38548', '8257']",8257,"['3258', '10526', '8257', '23274', '38548']"
"[3, 17]","[15, 17]","['12043', '38478', '54792', '53579', '11908']",11908,"['53579', '38478', '11908', '54792', '12043']"
"[3, 17]","[15, 17]","['38478', '64047', '54792', '12043', '1225']",1225,"['54792', '12043', '1225', '38478', '64047']"
"[3, 21]","[15, 21]","['47060', '53064', '42206', '14038', '3384']",3384,"['14038', '3384', '47060', '53064', '42206']"
"[3, 21]","[15, 21]","['47060', '14038', '42206', '53064', '7489']",7489,"['14038', '53064', '47060', '42206', '7489']"
"[3, 21]","[15, 21]","['47060', '57272', '53064', '14038', '20839']",20839,"['14038', '53064', '47060', '20839', '57272']"
"[3, 17]","[15, 17]","['12043', '33084', '64047', '38478', '1225']",1225,"['38478', '1225', '12043', '64047', '33084']"
"[15, 28]","[3, 28]","['38548', '10526', '23274', '67905', '73823']",73823,"['38548', '67905', '73823', '10526', '23274']"
"[3, 21]","[15, 21]","['57272', '14038', '53064', '47060', '3384']",3384,"['53064', '47060', '57272', '14038', '3384']"
"[15, 28]","[3, 28]","['67905', '3258', '23274', '38548', '55090']",55090,"['55090', '38548', '23274', '3258', '67905']"
"[3, 28]","[15, 28]","['55090', '42226', '12683', '8257', '10526']",10526,"['55090', '8257', '12683', '42226', '10526']"
"[3, 17]","[15, 17]","['54792', '38478', '12043', '64047', '47834']",47834,"['64047', '38478', '47834', '12043', '54792']"
"[15, 28]","[3, 28]","['3258', '10526', '67905', '38548', '8257']",8257,"['10526', '8257', '38548', '3258', '67905']"
"[3, 17]","[15, 17]","['33084', '38478', '54792', '64047', '60915']",60915,"['33084', '64047', '54792', '60915', '38478']"
"[3, 17]","[15, 17]","['53579', '12043', '54792', '64047', '1225']",1225,"['64047', '12043', '54792', '53579', '1225']"
"[3, 28]","[15, 28]","['8257', '12683', '73823', '55090', '23274']",23274,"['12683', '73823', '55090', '23274', '8257']"
"[3, 17]","[15, 17]","['12043', '53579', '38478', '64047', '1225']",1225,"['12043', '1225', '38478', '64047', '53579']"
"[3, 21]","[15, 21]","['47060', '57272', '53064', '42206', '3384']",3384,"['42206', '57272', '47060', '53064', '3384']"
"[3, 28]","[15, 28]","['42226', '73823', '8257', '55090', '3258']",3258,"['42226', '8257', '73823', '55090', '3258']"
"[3, 17]","[15, 17]","['53579', '64047', '33084', '12043', '47834']",47834,"['64047', '53579', '12043', '47834', '33084']"
"[3, 17]","[15, 17]","['64047', '33084', '12043', '54792', '11908']",11908,"['12043', '64047', '11908', '33084', '54792']"
"[3, 28]","[15, 28]","['42226', '55090', '12683', '73823', '23274']",23274,"['42226', '23274', '55090', '12683', '73823']"
"[3, 17]","[15, 17]","['53579', '12043', '54792', '33084', '60915']",60915,"['60915', '53579', '54792', '12043', '33084']"
"[3, 21]","[15, 21]","['47060', '42206', '14038', '57272', '13497']",13497,"['47060', '57272', '42206', '13497', '14038']"
"[3, 28]","[15, 28]","['8257', '73823', '12683', '42226', '38548']",38548,"['73823', '8257', '12683', '42226', '38548']"
"[3, 28]","[15, 28]","['12683', '8257', '73823', '42226', '10526']",10526,"['10526', '73823', '42226', '8257', '12683']"
"[15, 28]","[3, 28]","['67905', '38548', '3258', '23274', '12683']",12683,"['67905', '3258', '12683', '23274', '38548']"
"[3, 28]","[15, 28]","['55090', '8257', '42226', '12683', '67905']",67905,"['8257', '67905', '12683', '42226', '55090']"
"[3, 17]","[15, 17]","['33084', '12043', '38478', '54792', '47834']",47834,"['38478', '54792', '12043', '47834', '33084']"
"[3, 28]","[15, 28]","['55090', '42226', '12683', '8257', '38548']",38548,"['8257', '42226', '12683', '55090', '38548']"
"[3, 17]","[15, 17]","['33084', '38478', '53579', '12043', '11908']",11908,"['53579', '38478', '33084', '12043', '11908']"
"[3, 17]","[15, 17]","['53579', '12043', '54792', '33084', '1225']",1225,"['1225', '54792', '33084', '53579', '12043']"
"[3, 17]","[15, 17]","['33084', '38478', '54792', '53579', '1225']",1225,"['54792', '1225', '38478', '33084', '53579']"
"[3, 17]","[15, 17]","['38478', '12043', '33084', '64047', '47834']",47834,"['33084', '47834', '12043', '38478', '64047']"
"[3, 17]","[15, 17]","['33084', '64047', '54792', '53579', '1225']",1225,"['33084', '53579', '54792', '1225', '64047']"
"[15, 28]","[3, 28]","['10526', '3258', '38548', '23274', '42226']",42226,"['10526', '38548', '23274', '3258', '42226']"
"[3, 17]","[15, 17]","['54792', '53579', '12043', '64047', '60915']",60915,"['60915', '53579', '12043', '54792', '64047']"
"[15, 28]","[3, 28]","['38548', '67905', '3258', '23274', '42226']",42226,"['23274', '3258', '67905', '42226', '38548']"
"[3, 17]","[15, 17]","['54792', '38478', '53579', '12043', '60915']",60915,"['38478', '60915', '54792', '12043', '53579']"
"[3, 17]","[15, 17]","['12043', '53579', '64047', '38478', '11908']",11908,"['12043', '64047', '11908', '53579', '38478']"
"[15, 28]","[3, 28]","['67905', '3258', '38548', '10526', '12683']",12683,"['38548', '67905', '12683', '3258', '10526']"
"[3, 28]","[15, 28]","['8257', '42226', '55090', '73823', '23274']",23274,"['55090', '42226', '23274', '8257', '73823']"
"[15, 28]","[3, 28]","['23274', '67905', '3258', '10526', '8257']",8257,"['3258', '23274', '8257', '10526', '67905']"
"[3, 28]","[15, 28]","['12683', '55090', '42226', '73823', '3258']",3258,"['12683', '55090', '73823', '42226', '3258']"
"[3, 17]","[15, 17]","['38478', '12043', '33084', '54792', '11908']",11908,"['12043', '38478', '33084', '11908', '54792']"
"[3, 21]","[15, 21]","['42206', '57272', '53064', '47060', '7489']",7489,"['57272', '53064', '42206', '47060', '7489']"
"[15, 28]","[3, 28]","['3258', '38548', '23274', '10526', '73823']",73823,"['23274', '73823', '10526', '3258', '38548']"
"[3, 17]","[15, 17]","['12043', '64047', '54792', '33084', '60915']",60915,"['12043', '60915', '54792', '64047', '33084']"
"[3, 17]","[15, 17]","['54792', '12043', '64047', '38478', '11908']",11908,"['38478', '11908', '12043', '64047', '54792']"
"[3, 17]","[15, 17]","['38478', '64047', '53579', '12043', '47834']",47834,"['12043', '38478', '53579', '64047', '47834']"
"[15, 28]","[3, 28]","['23274', '38548', '67905', '10526', '12683']",12683,"['10526', '12683', '67905', '38548', '23274']"
"[3, 17]","[15, 17]","['54792', '38478', '12043', '53579', '1225']",1225,"['38478', '54792', '12043', '53579', '1225']"
"[3, 17]","[15, 17]","['38478', '53579', '54792', '12043', '47834']",47834,"['47834', '12043', '53579', '54792', '38478']"
"[3, 17]","[15, 17]","['64047', '53579', '54792', '38478', '11908']",11908,"['38478', '53579', '54792', '11908', '64047']"
"[3, 17]","[15, 17]","['64047', '33084', '53579', '12043', '1225']",1225,"['53579', '64047', '1225', '12043', '33084']"
"[3, 17]","[15, 17]","['54792', '38478', '53579', '33084', '11908']",11908,"['33084', '53579', '11908', '54792', '38478']"
"[3, 17]","[15, 17]","['53579', '12043', '54792', '33084', '11908']",11908,"['33084', '11908', '12043', '54792', '53579']"
"[3, 17]","[15, 17]","['33084', '38478', '54792', '12043', '60915']",60915,"['12043', '33084', '60915', '38478', '54792']"
"[3, 17]","[15, 17]","['64047', '38478', '33084', '53579', '60915']",60915,"['53579', '64047', '38478', '60915', '33084']"
"[3, 17]","[15, 17]","['64047', '33084', '54792', '38478', '47834']",47834,"['54792', '64047', '33084', '38478', '47834']"
"[3, 17]","[15, 17]","['33084', '53579', '38478', '12043', '1225']",1225,"['1225', '12043', '33084', '53579', '38478']"
"[3, 17]","[15, 17]","['54792', '53579', '33084', '38478', '47834']",47834,"['54792', '53579', '47834', '38478', '33084']"
"[3, 17]","[15, 17]","['38478', '12043', '64047', '33084', '11908']",11908,"['64047', '12043', '11908', '33084', '38478']"
"[3, 17]","[15, 17]","['12043', '38478', '53579', '64047', '60915']",60915,"['60915', '53579', '12043', '38478', '64047']"
"[3, 17]","[15, 17]","['54792', '53579', '12043', '64047', '11908']",11908,"['53579', '12043', '64047', '11908', '54792']"
"[3, 17]","[15, 17]","['64047', '38478', '53579', '54792', '60915']",60915,"['53579', '64047', '60915', '54792', '38478']"
"[3, 17]","[15, 17]","['33084', '53579', '38478', '12043', '47834']",47834,"['53579', '47834', '38478', '12043', '33084']"
"[3, 17]","[15, 17]","['33084', '54792', '64047', '53579', '47834']",47834,"['47834', '64047', '53579', '33084', '54792']"
"[3, 21]","[15, 21]","['57272', '47060', '14038', '53064', '13497']",13497,"['13497', '53064', '14038', '57272', '47060']"
"[3, 17]","[15, 17]","['54792', '33084', '12043', '38478', '1225']",1225,"['12043', '33084', '38478', '54792', '1225']"
"[3, 17]","[15, 17]","['64047', '53579', '12043', '33084', '11908']",11908,"['53579', '11908', '64047', '12043', '33084']"
