base_cluster,other_cluster,group,outlier_id,options
"[4, 27]","[19, 14]","['77515', '70239', '12888', '5222', '26703']",26703,"['12888', '77515', '5222', '26703', '70239']"
"[19, 28]","[14, 8]","['23197', '43363', '55589', '40111', '46039']",46039,"['46039', '23197', '43363', '55589', '40111']"
"[14, 8]","[4, 27]","['28732', '46039', '28694', '40877', '5222']",5222,"['40877', '5222', '28694', '46039', '28732']"
"[18, 25]","[3, 16]","['25711', '73827', '4132', '3282', '177']",177,"['3282', '4132', '73827', '25711', '177']"
"[7, 22]","[19, 25]","['40679', '23132', '31113', '79411', '74532']",74532,"['23132', '40679', '79411', '31113', '74532']"
"[9, 26]","[3, 7]","['7474', '6759', '23716', '50181', '19992']",19992,"['23716', '6759', '19992', '50181', '7474']"
"[3, 7]","[19, 13]","['19992', '73164', '19796', '30859', '37914']",37914,"['19796', '30859', '37914', '73164', '19992']"
"[14, 7]","[7, 20]","['77045', '25607', '67483', '38835', '55305']",55305,"['38835', '77045', '67483', '25607', '55305']"
"[3, 26]","[14, 9]","['19246', '40031', '72586', '50906', '6508']",6508,"['40031', '19246', '50906', '72586', '6508']"
"[5, 19]","[3, 12]","['60473', '54232', '35619', '53655', '1181']",1181,"['53655', '54232', '60473', '35619', '1181']"
"[3, 26]","[19, 10]","['18887', '68096', '9147', '72586', '73023']",73023,"['73023', '68096', '72586', '18887', '9147']"
"[17, 18]","[19, 8]","['46660', '6955', '21543', '70105', '71082']",71082,"['6955', '70105', '21543', '46660', '71082']"
"[19, 25]","[3, 28]","['59747', '47247', '26994', '74532', '42226']",42226,"['47247', '59747', '26994', '42226', '74532']"
"[3, 16]","[19, 13]","['59100', '56017', '63317', '177', '43396']",43396,"['177', '59100', '43396', '63317', '56017']"
"[3, 5]","[7, 22]","['63514', '12162', '74226', '64', '79411']",79411,"['74226', '12162', '79411', '63514', '64']"
"[3, 5]","[0, 24]","['74226', '12162', '63514', '64', '37989']",37989,"['12162', '37989', '74226', '63514', '64']"
"[19, 8]","[14, 9]","['6777', '71082', '19346', '36396', '39708']",39708,"['36396', '71082', '19346', '39708', '6777']"
"[0, 14]","[9, 11]","['80522', '42604', '39894', '37963', '4186']",4186,"['42604', '4186', '37963', '39894', '80522']"
"[19, 18]","[15, 17]","['55086', '41277', '30721', '29042', '47834']",47834,"['30721', '41277', '47834', '55086', '29042']"
"[3, 17]","[17, 18]","['53579', '33084', '38478', '64047', '66935']",66935,"['53579', '66935', '33084', '64047', '38478']"
"[14, 7]","[3, 21]","['51393', '25607', '38835', '67483', '14038']",14038,"['25607', '38835', '14038', '67483', '51393']"
"[3, 26]","[0, 2]","['50906', '9147', '34449', '40031', '48095']",48095,"['40031', '48095', '9147', '50906', '34449']"
"[19, 25]","[0, 24]","['74532', '33749', '59747', '26994', '74418']",74418,"['26994', '33749', '74532', '59747', '74418']"
"[9, 4]","[0, 2]","['64614', '50510', '79413', '80219', '60860']",60860,"['80219', '60860', '50510', '79413', '64614']"
"[15, 28]","[19, 18]","['23274', '3258', '67905', '38548', '58616']",58616,"['58616', '23274', '3258', '67905', '38548']"
"[14, 7]","[15, 21]","['67483', '38835', '25607', '77045', '3384']",3384,"['77045', '25607', '67483', '3384', '38835']"
"[15, 28]","[7, 22]","['10526', '38548', '3258', '23274', '79411']",79411,"['23274', '38548', '79411', '10526', '3258']"
"[3, 4]","[19, 14]","['20671', '9383', '11039', '35787', '26372']",26372,"['20671', '11039', '35787', '9383', '26372']"
"[19, 10]","[3, 16]","['73023', '25168', '21540', '25618', '11746']",11746,"['73023', '11746', '21540', '25618', '25168']"
"[7, 20]","[5, 22]","['2277', '2425', '55305', '54372', '57572']",57572,"['55305', '54372', '57572', '2425', '2277']"
"[7, 20]","[0, 0]","['2425', '55305', '2277', '54372', '78009']",78009,"['54372', '2277', '55305', '2425', '78009']"
"[9, 3]","[3, 5]","['9662', '64671', '74662', '1268', '63514']",63514,"['64671', '63514', '1268', '74662', '9662']"
"[5, 29]","[15, 13]","['52548', '18711', '57316', '51743', '42684']",42684,"['51743', '57316', '52548', '18711', '42684']"
"[3, 17]","[19, 18]","['33084', '53579', '12043', '38478', '30721']",30721,"['38478', '30721', '12043', '33084', '53579']"
"[17, 5]","[3, 17]","['50221', '72055', '7913', '33045', '64047']",64047,"['72055', '50221', '33045', '64047', '7913']"
"[0, 7]","[19, 25]","['65801', '15613', '10984', '66807', '47247']",47247,"['47247', '65801', '10984', '15613', '66807']"
"[3, 26]","[7, 3]","['32729', '34449', '9147', '11033', '64781']",64781,"['11033', '9147', '32729', '34449', '64781']"
"[19, 18]","[17, 21]","['55086', '49556', '41277', '36535', '69704']",69704,"['55086', '41277', '49556', '69704', '36535']"
"[5, 19]","[3, 28]","['35619', '54232', '63077', '49189', '12683']",12683,"['12683', '54232', '63077', '35619', '49189']"
"[14, 7]","[19, 25]","['77045', '25607', '51393', '38835', '74532']",74532,"['74532', '77045', '25607', '51393', '38835']"
"[3, 17]","[7, 22]","['53579', '54792', '38478', '33084', '79411']",79411,"['33084', '79411', '54792', '38478', '53579']"
"[9, 11]","[0, 24]","['41897', '4186', '15606', '335', '31926']",31926,"['335', '15606', '4186', '31926', '41897']"
"[15, 21]","[0, 0]","['13497', '20839', '3384', '7489', '8176']",8176,"['20839', '8176', '3384', '13497', '7489']"
"[15, 28]","[19, 5]","['67905', '10526', '38548', '3258', '72346']",72346,"['10526', '38548', '3258', '72346', '67905']"
"[0, 14]","[15, 21]","['17291', '42604', '1261', '80522', '3384']",3384,"['3384', '42604', '80522', '1261', '17291']"
"[4, 27]","[9, 4]","['12888', '5222', '70239', '77515', '50510']",50510,"['50510', '77515', '5222', '12888', '70239']"
"[15, 21]","[17, 18]","['13497', '3384', '7489', '20839', '70105']",70105,"['70105', '7489', '20839', '3384', '13497']"
"[3, 7]","[19, 18]","['73164', '19796', '37907', '4286', '36535']",36535,"['4286', '19796', '36535', '73164', '37907']"
"[19, 10]","[5, 22]","['73023', '21540', '55791', '25168', '7217']",7217,"['55791', '25168', '21540', '73023', '7217']"
"[7, 22]","[0, 2]","['31113', '79411', '40679', '23132', '43995']",43995,"['40679', '31113', '79411', '43995', '23132']"
"[0, 6]","[19, 8]","['43375', '41154', '59474', '43036', '6777']",6777,"['6777', '43375', '41154', '43036', '59474']"
"[7, 22]","[3, 26]","['23132', '40679', '79411', '31113', '19246']",19246,"['40679', '31113', '23132', '19246', '79411']"
"[0, 2]","[3, 4]","['48095', '44802', '44145', '9836', '11039']",11039,"['9836', '44145', '11039', '48095', '44802']"
"[3, 26]","[18, 23]","['18887', '9147', '50906', '32729', '61353']",61353,"['50906', '18887', '61353', '32729', '9147']"
"[3, 4]","[14, 9]","['35787', '9383', '20671', '11039', '6508']",6508,"['35787', '9383', '6508', '11039', '20671']"
"[17, 5]","[5, 19]","['50221', '33045', '72055', '7913', '51211']",51211,"['50221', '72055', '33045', '7913', '51211']"
"[3, 7]","[5, 29]","['4286', '73164', '37907', '19992', '52548']",52548,"['4286', '52548', '37907', '19992', '73164']"
"[0, 7]","[3, 4]","['72266', '15613', '10984', '65801', '11039']",11039,"['15613', '10984', '72266', '11039', '65801']"
"[5, 4]","[3, 28]","['51114', '62609', '53032', '35725', '8257']",8257,"['8257', '35725', '62609', '51114', '53032']"
"[3, 21]","[18, 23]","['42206', '53064', '14038', '57272', '78682']",78682,"['14038', '57272', '78682', '42206', '53064']"
"[3, 16]","[9, 4]","['56017', '59100', '11746', '177', '80219']",80219,"['59100', '80219', '177', '11746', '56017']"
"[19, 8]","[3, 7]","['36396', '19346', '71082', '6777', '19992']",19992,"['6777', '36396', '71082', '19992', '19346']"
"[0, 14]","[19, 25]","['75707', '37963', '17291', '42604', '59747']",59747,"['17291', '75707', '59747', '37963', '42604']"
"[19, 13]","[5, 22]","['43396', '43324', '37914', '35479', '77349']",77349,"['35479', '43324', '77349', '37914', '43396']"
"[19, 10]","[7, 1]","['25618', '25168', '55791', '21540', '8109']",8109,"['21540', '55791', '8109', '25618', '25168']"
"[15, 17]","[0, 14]","['11908', '60915', '1225', '47834', '42604']",42604,"['47834', '42604', '1225', '60915', '11908']"
"[3, 21]","[19, 14]","['47060', '42206', '14038', '57272', '26372']",26372,"['42206', '47060', '26372', '14038', '57272']"
"[5, 22]","[17, 21]","['77349', '57572', '40863', '48795', '78147']",78147,"['57572', '78147', '77349', '40863', '48795']"
"[9, 11]","[19, 28]","['335', '52758', '61914', '4186', '40111']",40111,"['61914', '4186', '335', '52758', '40111']"
"[3, 4]","[19, 14]","['20671', '35787', '9383', '11039', '26703']",26703,"['9383', '20671', '11039', '35787', '26703']"
"[3, 28]","[17, 5]","['12683', '73823', '8257', '42226', '72055']",72055,"['12683', '73823', '42226', '72055', '8257']"
"[15, 21]","[4, 27]","['3384', '13497', '20839', '7489', '12888']",12888,"['20839', '3384', '12888', '7489', '13497']"
"[5, 22]","[15, 21]","['40863', '7217', '77349', '57572', '7489']",7489,"['57572', '7489', '7217', '40863', '77349']"
"[14, 9]","[0, 7]","['6508', '26678', '26506', '39708', '10984']",10984,"['26678', '26506', '6508', '10984', '39708']"
"[15, 21]","[5, 22]","['7489', '13497', '3384', '20839', '77349']",77349,"['3384', '7489', '77349', '20839', '13497']"
"[15, 13]","[5, 29]","['34763', '68970', '53137', '24364', '51743']",51743,"['34763', '24364', '53137', '68970', '51743']"
"[9, 3]","[14, 9]","['14914', '64671', '1268', '9662', '40550']",40550,"['40550', '9662', '14914', '1268', '64671']"
"[9, 3]","[7, 22]","['14914', '1268', '74662', '64671', '31113']",31113,"['31113', '14914', '74662', '1268', '64671']"
"[19, 28]","[9, 26]","['43363', '42272', '40111', '23197', '7474']",7474,"['23197', '7474', '40111', '42272', '43363']"
"[19, 18]","[18, 23]","['41277', '55086', '36535', '58616', '26755']",26755,"['55086', '41277', '58616', '36535', '26755']"
"[19, 13]","[5, 19]","['37914', '42612', '35479', '26354', '60473']",60473,"['60473', '42612', '35479', '37914', '26354']"
"[15, 28]","[14, 9]","['67905', '10526', '3258', '23274', '14102']",14102,"['67905', '3258', '14102', '23274', '10526']"
"[3, 7]","[18, 23]","['30859', '19992', '4286', '19796', '37360']",37360,"['19796', '37360', '4286', '30859', '19992']"
"[19, 10]","[14, 7]","['73023', '25618', '25168', '21540', '38835']",38835,"['73023', '38835', '21540', '25618', '25168']"
"[3, 21]","[4, 27]","['14038', '53064', '42206', '57272', '70239']",70239,"['14038', '42206', '70239', '53064', '57272']"
"[19, 25]","[3, 7]","['74532', '59747', '26994', '33749', '19992']",19992,"['33749', '74532', '19992', '26994', '59747']"
"[15, 21]","[9, 11]","['13497', '3384', '7489', '20839', '30907']",30907,"['13497', '3384', '30907', '7489', '20839']"
"[0, 7]","[5, 29]","['10984', '66807', '65801', '15613', '52548']",52548,"['15613', '66807', '52548', '65801', '10984']"
"[19, 14]","[15, 21]","['64729', '26372', '26703', '72517', '3384']",3384,"['26703', '72517', '3384', '64729', '26372']"
"[3, 12]","[0, 0]","['1181', '20968', '27821', '37955', '14834']",14834,"['37955', '14834', '1181', '20968', '27821']"
"[3, 26]","[0, 2]","['49864', '40031', '50906', '9147', '32703']",32703,"['40031', '9147', '49864', '50906', '32703']"
"[19, 8]","[3, 3]","['6777', '71082', '19346', '36396', '994']",994,"['36396', '19346', '6777', '994', '71082']"
"[14, 7]","[19, 5]","['38835', '77045', '25607', '51393', '59952']",59952,"['51393', '59952', '38835', '25607', '77045']"
"[7, 20]","[19, 8]","['2425', '55305', '2277', '54372', '36396']",36396,"['2425', '54372', '36396', '55305', '2277']"
"[7, 1]","[0, 24]","['12421', '8109', '10825', '17550', '31926']",31926,"['10825', '17550', '12421', '8109', '31926']"
"[19, 5]","[9, 11]","['17017', '72346', '63902', '59952', '78534']",78534,"['78534', '59952', '63902', '72346', '17017']"
"[3, 17]","[17, 5]","['38478', '12043', '54792', '64047', '33045']",33045,"['38478', '64047', '54792', '12043', '33045']"
"[9, 11]","[5, 29]","['335', '15606', '52758', '4186', '52548']",52548,"['4186', '15606', '52548', '52758', '335']"
"[19, 18]","[0, 7]","['74633', '29042', '41277', '30721', '66807']",66807,"['29042', '66807', '30721', '74633', '41277']"
"[9, 4]","[19, 13]","['79413', '64614', '80219', '50510', '37914']",37914,"['79413', '50510', '80219', '37914', '64614']"
"[15, 21]","[5, 19]","['7489', '13497', '20839', '3384', '63077']",63077,"['3384', '13497', '20839', '7489', '63077']"
"[4, 27]","[7, 22]","['77515', '5222', '12888', '70239', '79411']",79411,"['5222', '12888', '70239', '79411', '77515']"
"[7, 20]","[3, 12]","['2425', '54372', '55305', '2277', '37955']",37955,"['2425', '37955', '55305', '2277', '54372']"
"[14, 7]","[5, 4]","['25607', '67483', '51393', '38835', '70560']",70560,"['38835', '67483', '25607', '51393', '70560']"
"[3, 3]","[5, 19]","['10017', '30004', '994', '22487', '35619']",35619,"['10017', '994', '30004', '22487', '35619']"
"[3, 21]","[19, 13]","['42206', '53064', '57272', '47060', '42612']",42612,"['53064', '42206', '47060', '42612', '57272']"
"[0, 14]","[19, 28]","['39894', '17291', '42604', '80522', '55589']",55589,"['42604', '39894', '55589', '17291', '80522']"
"[0, 14]","[3, 21]","['1261', '42604', '75707', '37963', '14038']",14038,"['1261', '14038', '42604', '75707', '37963']"
"[5, 19]","[15, 21]","['63077', '49189', '35619', '77183', '3384']",3384,"['3384', '63077', '35619', '49189', '77183']"
"[3, 7]","[7, 22]","['37907', '19992', '19796', '73164', '79411']",79411,"['37907', '73164', '19992', '79411', '19796']"
"[14, 9]","[15, 21]","['14102', '26506', '6508', '39708', '3384']",3384,"['26506', '14102', '6508', '39708', '3384']"
"[7, 20]","[0, 24]","['55305', '2277', '54372', '2425', '74418']",74418,"['74418', '54372', '2425', '2277', '55305']"
"[7, 22]","[19, 10]","['31113', '40679', '23132', '79411', '25618']",25618,"['31113', '23132', '25618', '79411', '40679']"
"[19, 13]","[5, 4]","['43324', '37914', '42612', '43396', '2004']",2004,"['37914', '2004', '43396', '42612', '43324']"
"[14, 8]","[15, 28]","['46039', '40877', '28732', '28694', '38548']",38548,"['28732', '28694', '40877', '38548', '46039']"
"[0, 0]","[3, 12]","['28082', '14834', '78009', '8176', '37955']",37955,"['8176', '14834', '78009', '28082', '37955']"
"[15, 13]","[19, 10]","['34763', '25079', '68970', '42684', '55791']",55791,"['68970', '25079', '34763', '42684', '55791']"
"[3, 17]","[0, 24]","['54792', '33084', '38478', '53579', '74418']",74418,"['74418', '38478', '53579', '54792', '33084']"
"[3, 16]","[0, 6]","['59100', '177', '56017', '63317', '41154']",41154,"['56017', '41154', '177', '59100', '63317']"
"[15, 28]","[0, 2]","['10526', '38548', '23274', '67905', '9639']",9639,"['23274', '9639', '38548', '10526', '67905']"
"[4, 27]","[17, 21]","['12888', '5222', '70239', '77515', '62454']",62454,"['12888', '77515', '70239', '62454', '5222']"
"[0, 0]","[9, 26]","['8176', '78009', '28082', '14834', '27788']",27788,"['8176', '28082', '14834', '78009', '27788']"
"[7, 22]","[19, 8]","['40679', '23132', '79411', '31113', '36396']",36396,"['36396', '23132', '79411', '40679', '31113']"
"[9, 3]","[5, 22]","['14914', '1268', '74662', '64671', '40863']",40863,"['64671', '74662', '1268', '40863', '14914']"
"[19, 10]","[0, 24]","['25618', '55791', '25168', '21540', '31926']",31926,"['55791', '31926', '25618', '21540', '25168']"
"[9, 11]","[3, 5]","['4186', '52758', '335', '78534', '63514']",63514,"['4186', '335', '63514', '52758', '78534']"
"[17, 21]","[18, 25]","['78147', '40487', '9795', '62549', '25711']",25711,"['9795', '78147', '25711', '40487', '62549']"
"[15, 13]","[19, 28]","['68970', '34763', '24364', '25079', '42272']",42272,"['24364', '34763', '42272', '68970', '25079']"
"[19, 5]","[7, 20]","['59952', '72346', '17017', '76431', '2425']",2425,"['17017', '59952', '2425', '76431', '72346']"
"[15, 28]","[17, 18]","['3258', '10526', '23274', '67905', '70105']",70105,"['3258', '10526', '67905', '23274', '70105']"
"[0, 0]","[19, 13]","['78009', '14834', '28082', '8176', '35479']",35479,"['14834', '78009', '28082', '35479', '8176']"
"[3, 28]","[0, 24]","['8257', '73823', '42226', '12683', '31926']",31926,"['73823', '42226', '8257', '12683', '31926']"
"[7, 22]","[19, 25]","['40679', '23132', '31113', '79411', '47247']",47247,"['31113', '47247', '79411', '40679', '23132']"
"[7, 1]","[0, 2]","['17550', '12421', '16951', '10825', '54867']",54867,"['17550', '54867', '16951', '12421', '10825']"
"[3, 7]","[4, 27]","['30859', '19796', '37907', '73164', '70239']",70239,"['73164', '70239', '19796', '37907', '30859']"
"[3, 17]","[19, 5]","['12043', '38478', '54792', '33084', '72346']",72346,"['33084', '12043', '54792', '38478', '72346']"
"[19, 5]","[15, 28]","['59952', '17017', '55314', '76431', '38548']",38548,"['76431', '38548', '55314', '17017', '59952']"
"[14, 9]","[3, 4]","['14102', '26506', '40550', '26678', '35787']",35787,"['26506', '14102', '40550', '26678', '35787']"
"[17, 21]","[4, 27]","['69704', '62549', '78147', '9795', '5222']",5222,"['5222', '9795', '62549', '78147', '69704']"
"[0, 14]","[9, 4]","['42604', '39894', '1261', '37963', '79413']",79413,"['37963', '39894', '1261', '79413', '42604']"
"[3, 4]","[7, 20]","['9383', '20671', '11039', '35787', '54372']",54372,"['11039', '9383', '54372', '35787', '20671']"
"[4, 27]","[3, 7]","['70239', '12888', '77515', '5222', '73164']",73164,"['5222', '77515', '73164', '70239', '12888']"
"[15, 28]","[5, 19]","['67905', '10526', '23274', '38548', '53655']",53655,"['38548', '53655', '10526', '23274', '67905']"
"[17, 5]","[15, 21]","['72055', '50221', '33045', '7913', '3384']",3384,"['7913', '72055', '3384', '50221', '33045']"
"[19, 25]","[18, 23]","['47247', '59747', '26994', '74532', '25667']",25667,"['74532', '47247', '59747', '25667', '26994']"
"[3, 26]","[18, 23]","['9147', '11033', '40031', '72586', '10433']",10433,"['40031', '9147', '11033', '72586', '10433']"
"[3, 12]","[4, 27]","['20968', '37955', '27821', '1181', '77515']",77515,"['77515', '1181', '20968', '37955', '27821']"
"[14, 9]","[19, 8]","['40550', '39708', '26678', '14102', '6777']",6777,"['40550', '39708', '6777', '14102', '26678']"
"[9, 11]","[4, 27]","['78534', '52758', '4186', '41897', '77515']",77515,"['4186', '52758', '77515', '41897', '78534']"
"[3, 21]","[19, 14]","['57272', '14038', '53064', '47060', '26703']",26703,"['26703', '53064', '57272', '14038', '47060']"
"[4, 27]","[7, 22]","['5222', '70239', '77515', '12888', '31113']",31113,"['70239', '77515', '12888', '31113', '5222']"
"[3, 28]","[0, 6]","['12683', '73823', '55090', '42226', '41154']",41154,"['55090', '12683', '41154', '42226', '73823']"
"[7, 20]","[9, 11]","['54372', '2277', '55305', '2425', '335']",335,"['2277', '335', '55305', '2425', '54372']"
"[7, 3]","[18, 23]","['75828', '64781', '61767', '52457', '12104']",12104,"['12104', '61767', '52457', '75828', '64781']"
"[19, 13]","[9, 26]","['35479', '26354', '43396', '42612', '7474']",7474,"['7474', '42612', '43396', '35479', '26354']"
"[0, 24]","[7, 1]","['48780', '74418', '37989', '31926', '12376']",12376,"['37989', '74418', '31926', '48780', '12376']"
"[9, 3]","[3, 17]","['74662', '9662', '1268', '14914', '64047']",64047,"['9662', '64047', '74662', '1268', '14914']"
"[3, 26]","[9, 4]","['32729', '19246', '40031', '1064', '64614']",64614,"['19246', '1064', '40031', '64614', '32729']"
"[3, 12]","[19, 18]","['37955', '20968', '1181', '27821', '36535']",36535,"['36535', '20968', '27821', '37955', '1181']"
"[19, 5]","[14, 7]","['59952', '17017', '32569', '72346', '77045']",77045,"['32569', '72346', '77045', '17017', '59952']"
"[9, 3]","[0, 14]","['14914', '64671', '1268', '9662', '39894']",39894,"['14914', '64671', '39894', '9662', '1268']"
"[19, 18]","[3, 12]","['55086', '49556', '74633', '41277', '1181']",1181,"['49556', '55086', '1181', '41277', '74633']"
"[7, 20]","[19, 25]","['55305', '2425', '54372', '2277', '74532']",74532,"['74532', '2277', '55305', '54372', '2425']"
"[18, 23]","[3, 28]","['65195', '12104', '42151', '72978', '73823']",73823,"['12104', '73823', '65195', '42151', '72978']"
"[17, 18]","[9, 3]","['21543', '46660', '51240', '70105', '14914']",14914,"['14914', '51240', '70105', '46660', '21543']"
"[5, 22]","[19, 14]","['77349', '40863', '57572', '7217', '72517']",72517,"['77349', '57572', '7217', '40863', '72517']"
"[18, 23]","[4, 27]","['42151', '59794', '72978', '10433', '5222']",5222,"['10433', '59794', '42151', '5222', '72978']"
"[3, 4]","[18, 23]","['9383', '20671', '11039', '35787', '48306']",48306,"['11039', '20671', '9383', '35787', '48306']"
"[0, 6]","[3, 17]","['49395', '41154', '59474', '43375', '38478']",38478,"['41154', '43375', '59474', '49395', '38478']"
"[18, 23]","[3, 12]","['59794', '14167', '5909', '64148', '37955']",37955,"['14167', '5909', '59794', '64148', '37955']"
"[17, 21]","[9, 4]","['40487', '78147', '9795', '62549', '80219']",80219,"['9795', '78147', '62549', '40487', '80219']"
"[7, 22]","[19, 28]","['40679', '23132', '79411', '31113', '42272']",42272,"['23132', '79411', '31113', '40679', '42272']"
"[9, 11]","[19, 10]","['41897', '15606', '335', '52758', '55791']",55791,"['335', '15606', '55791', '52758', '41897']"
"[0, 24]","[3, 17]","['74418', '31926', '37989', '48780', '54792']",54792,"['74418', '54792', '31926', '48780', '37989']"
"[19, 18]","[7, 1]","['29042', '74633', '55086', '35149', '12421']",12421,"['35149', '12421', '55086', '74633', '29042']"
"[0, 24]","[3, 17]","['74418', '37989', '48780', '31926', '38478']",38478,"['31926', '38478', '37989', '48780', '74418']"
"[17, 18]","[9, 26]","['21408', '51240', '21543', '46660', '6759']",6759,"['21543', '21408', '51240', '6759', '46660']"
"[19, 18]","[9, 4]","['58616', '30721', '35149', '29042', '50510']",50510,"['35149', '29042', '30721', '50510', '58616']"
"[3, 12]","[9, 26]","['20968', '1181', '27821', '37955', '7474']",7474,"['1181', '7474', '27821', '20968', '37955']"
"[5, 4]","[7, 20]","['2004', '62609', '27706', '63485', '2277']",2277,"['62609', '2004', '27706', '2277', '63485']"
"[7, 22]","[0, 0]","['31113', '79411', '23132', '40679', '14834']",14834,"['23132', '40679', '79411', '14834', '31113']"
"[17, 21]","[9, 4]","['40487', '69704', '78147', '9795', '64614']",64614,"['9795', '40487', '78147', '69704', '64614']"
"[3, 17]","[0, 6]","['38478', '53579', '12043', '64047', '59474']",59474,"['59474', '64047', '38478', '53579', '12043']"
"[9, 4]","[19, 14]","['79413', '80219', '64614', '50510', '26703']",26703,"['64614', '80219', '50510', '79413', '26703']"
"[3, 7]","[19, 13]","['4286', '73164', '37907', '19992', '26354']",26354,"['26354', '73164', '37907', '4286', '19992']"
"[5, 19]","[3, 17]","['77183', '51211', '63077', '10743', '38478']",38478,"['51211', '77183', '10743', '63077', '38478']"
"[7, 1]","[3, 21]","['16951', '53652', '17550', '12376', '47060']",47060,"['53652', '47060', '17550', '16951', '12376']"
"[0, 24]","[19, 28]","['31926', '74418', '37989', '48780', '55589']",55589,"['37989', '55589', '31926', '48780', '74418']"
"[0, 14]","[19, 10]","['37963', '39894', '80522', '17291', '25168']",25168,"['37963', '17291', '39894', '80522', '25168']"
"[5, 4]","[7, 3]","['35725', '27706', '51114', '2004', '64781']",64781,"['2004', '27706', '64781', '51114', '35725']"
"[3, 26]","[17, 18]","['50906', '19246', '68096', '34449', '31693']",31693,"['50906', '34449', '68096', '31693', '19246']"
"[7, 1]","[19, 5]","['8109', '17550', '16951', '3536', '76431']",76431,"['76431', '3536', '8109', '17550', '16951']"
"[0, 0]","[3, 5]","['78009', '14834', '8176', '28082', '63514']",63514,"['63514', '28082', '78009', '14834', '8176']"
"[9, 26]","[3, 17]","['23716', '7474', '27788', '50181', '12043']",12043,"['12043', '50181', '7474', '23716', '27788']"
"[4, 27]","[19, 25]","['70239', '12888', '77515', '5222', '74532']",74532,"['70239', '77515', '5222', '74532', '12888']"
"[3, 28]","[0, 14]","['8257', '42226', '73823', '55090', '75707']",75707,"['73823', '75707', '8257', '55090', '42226']"
"[0, 0]","[5, 19]","['28082', '8176', '78009', '14834', '51211']",51211,"['51211', '78009', '14834', '8176', '28082']"
"[17, 5]","[0, 7]","['7913', '33045', '50221', '72055', '66807']",66807,"['72055', '7913', '33045', '66807', '50221']"
"[17, 5]","[0, 2]","['72055', '50221', '33045', '7913', '59390']",59390,"['33045', '59390', '7913', '50221', '72055']"
