base_cluster,other_cluster,group,outlier_id,options
"[19, 8]","[18, 23]","['6777', '19346', '36396', '71082', '10433']",10433,"['6777', '36396', '10433', '71082', '19346']"
"[3, 26]","[18, 25]","['1064', '11033', '32729', '40031', '62071']",62071,"['1064', '62071', '40031', '11033', '32729']"
"[17, 5]","[9, 11]","['7913', '50221', '72055', '33045', '335']",335,"['33045', '72055', '335', '7913', '50221']"
"[9, 11]","[7, 3]","['15606', '78534', '30907', '4186', '61767']",61767,"['61767', '30907', '4186', '78534', '15606']"
"[0, 24]","[9, 3]","['37989', '74418', '48780', '31926', '74662']",74662,"['48780', '37989', '74418', '74662', '31926']"
"[7, 1]","[9, 4]","['3536', '17550', '12376', '12421', '64614']",64614,"['12421', '12376', '3536', '64614', '17550']"
"[5, 4]","[15, 17]","['2004', '27706', '51114', '35725', '11908']",11908,"['27706', '2004', '35725', '11908', '51114']"
"[17, 18]","[3, 21]","['70105', '66935', '21543', '51240', '57272']",57272,"['21543', '66935', '57272', '70105', '51240']"
"[3, 26]","[18, 23]","['50906', '1064', '34449', '9147', '20502']",20502,"['9147', '34449', '1064', '50906', '20502']"
"[19, 8]","[17, 21]","['36396', '19346', '71082', '6777', '69704']",69704,"['69704', '71082', '6777', '19346', '36396']"
"[0, 0]","[3, 21]","['14834', '8176', '28082', '78009', '47060']",47060,"['78009', '28082', '47060', '14834', '8176']"
"[15, 28]","[19, 10]","['10526', '38548', '23274', '3258', '25618']",25618,"['25618', '3258', '23274', '38548', '10526']"
"[19, 18]","[14, 9]","['49556', '35149', '41277', '30721', '14102']",14102,"['41277', '35149', '49556', '30721', '14102']"
"[7, 20]","[3, 3]","['55305', '54372', '2425', '2277', '30004']",30004,"['30004', '55305', '54372', '2277', '2425']"
"[14, 7]","[19, 14]","['38835', '67483', '25607', '51393', '26372']",26372,"['38835', '67483', '25607', '51393', '26372']"
"[3, 5]","[5, 4]","['12162', '74226', '64', '63514', '63485']",63485,"['12162', '63514', '63485', '74226', '64']"
"[19, 5]","[17, 18]","['63902', '59952', '72346', '32569', '51240']",51240,"['72346', '51240', '59952', '63902', '32569']"
"[14, 9]","[3, 26]","['39708', '40550', '26506', '6508', '68096']",68096,"['39708', '68096', '6508', '26506', '40550']"
"[19, 13]","[3, 7]","['43324', '35479', '43396', '42612', '4286']",4286,"['42612', '43396', '43324', '35479', '4286']"
"[3, 3]","[5, 19]","['22487', '10131', '994', '72700', '63077']",63077,"['22487', '72700', '994', '63077', '10131']"
"[19, 5]","[5, 29]","['59952', '32569', '55314', '76431', '57316']",57316,"['76431', '55314', '32569', '59952', '57316']"
"[0, 2]","[14, 8]","['45218', '60860', '54867', '44145', '28694']",28694,"['60860', '28694', '54867', '45218', '44145']"
"[9, 11]","[5, 22]","['52758', '61914', '41897', '335', '77349']",77349,"['335', '52758', '77349', '61914', '41897']"
"[3, 4]","[19, 5]","['9383', '35787', '20671', '11039', '32569']",32569,"['32569', '9383', '11039', '35787', '20671']"
"[9, 11]","[0, 2]","['78534', '4186', '335', '30907', '63508']",63508,"['4186', '63508', '335', '30907', '78534']"
"[15, 21]","[19, 25]","['7489', '3384', '13497', '20839', '74532']",74532,"['20839', '74532', '13497', '7489', '3384']"
"[7, 3]","[0, 2]","['52457', '75828', '64781', '61767', '32703']",32703,"['52457', '32703', '75828', '61767', '64781']"
"[3, 16]","[17, 5]","['63317', '59100', '56017', '177', '50221']",50221,"['63317', '59100', '50221', '177', '56017']"
"[19, 18]","[15, 21]","['35149', '30721', '36535', '49556', '7489']",7489,"['35149', '7489', '49556', '30721', '36535']"
"[14, 8]","[19, 5]","['28694', '40877', '46039', '39691', '59952']",59952,"['28694', '46039', '39691', '59952', '40877']"
"[0, 7]","[5, 19]","['72266', '15613', '66807', '65801', '54232']",54232,"['72266', '65801', '66807', '54232', '15613']"
"[3, 12]","[19, 5]","['37955', '1181', '27821', '20968', '76431']",76431,"['27821', '20968', '76431', '37955', '1181']"
"[0, 24]","[3, 12]","['37989', '48780', '31926', '74418', '20968']",20968,"['74418', '20968', '37989', '31926', '48780']"
"[19, 28]","[9, 11]","['43363', '42272', '52721', '55589', '4186']",4186,"['52721', '42272', '4186', '55589', '43363']"
"[19, 13]","[14, 8]","['37914', '43396', '26354', '42612', '39691']",39691,"['26354', '37914', '42612', '39691', '43396']"
"[9, 11]","[3, 7]","['30907', '52758', '15606', '41897', '19796']",19796,"['19796', '52758', '30907', '41897', '15606']"
"[0, 0]","[3, 4]","['28082', '78009', '14834', '8176', '20671']",20671,"['14834', '20671', '8176', '28082', '78009']"
"[5, 19]","[3, 4]","['10743', '63077', '49189', '51211', '9383']",9383,"['63077', '10743', '9383', '51211', '49189']"
"[19, 13]","[4, 27]","['43324', '26354', '37914', '42612', '5222']",5222,"['26354', '5222', '43324', '37914', '42612']"
"[3, 21]","[18, 23]","['14038', '47060', '42206', '53064', '5909']",5909,"['42206', '53064', '14038', '5909', '47060']"
"[5, 19]","[18, 25]","['53655', '77183', '63077', '49189', '4132']",4132,"['49189', '53655', '4132', '77183', '63077']"
"[14, 9]","[3, 21]","['26678', '26506', '39708', '14102', '47060']",47060,"['14102', '39708', '47060', '26678', '26506']"
"[7, 3]","[3, 5]","['61767', '75828', '52457', '64781', '64']",64,"['64', '75828', '52457', '61767', '64781']"
"[3, 7]","[4, 27]","['4286', '19992', '37907', '30859', '5222']",5222,"['19992', '5222', '4286', '37907', '30859']"
"[3, 26]","[0, 2]","['49864', '1064', '72586', '11033', '60860']",60860,"['11033', '49864', '1064', '72586', '60860']"
"[7, 22]","[18, 25]","['23132', '79411', '31113', '40679', '25711']",25711,"['40679', '23132', '25711', '79411', '31113']"
"[0, 2]","[19, 28]","['9836', '32703', '54867', '51831', '52721']",52721,"['54867', '9836', '51831', '32703', '52721']"
"[15, 28]","[0, 7]","['3258', '67905', '10526', '23274', '15613']",15613,"['10526', '15613', '67905', '3258', '23274']"
"[15, 13]","[5, 19]","['53137', '24364', '68970', '20590', '63077']",63077,"['53137', '20590', '68970', '63077', '24364']"
"[19, 28]","[9, 26]","['23197', '43363', '42272', '40111', '23716']",23716,"['43363', '40111', '42272', '23197', '23716']"
"[19, 14]","[5, 4]","['64729', '26703', '72517', '26372', '35725']",35725,"['64729', '35725', '26703', '26372', '72517']"
"[3, 16]","[0, 0]","['59100', '177', '63317', '56017', '14834']",14834,"['59100', '177', '63317', '14834', '56017']"
"[9, 3]","[5, 29]","['1268', '64671', '14914', '9662', '21765']",21765,"['1268', '14914', '9662', '21765', '64671']"
"[19, 10]","[7, 1]","['73023', '21540', '55791', '25618', '10825']",10825,"['10825', '73023', '55791', '21540', '25618']"
"[19, 28]","[5, 19]","['43363', '40111', '52721', '23197', '54232']",54232,"['43363', '23197', '52721', '54232', '40111']"
"[3, 5]","[17, 18]","['74226', '64', '12162', '63514', '66316']",66316,"['74226', '12162', '64', '63514', '66316']"
"[14, 7]","[5, 22]","['77045', '51393', '25607', '38835', '77349']",77349,"['38835', '77045', '77349', '51393', '25607']"
"[15, 21]","[0, 0]","['3384', '7489', '13497', '20839', '78009']",78009,"['13497', '7489', '20839', '3384', '78009']"
"[3, 4]","[5, 19]","['9383', '20671', '11039', '35787', '53655']",53655,"['9383', '35787', '11039', '53655', '20671']"
"[3, 4]","[9, 26]","['11039', '20671', '35787', '9383', '27788']",27788,"['35787', '11039', '20671', '9383', '27788']"
"[7, 1]","[5, 22]","['16951', '10825', '53652', '12376', '7217']",7217,"['16951', '12376', '53652', '10825', '7217']"
"[0, 0]","[15, 28]","['8176', '78009', '28082', '14834', '10526']",10526,"['8176', '28082', '10526', '78009', '14834']"
"[5, 19]","[7, 3]","['63077', '60473', '10743', '54232', '75828']",75828,"['63077', '75828', '54232', '60473', '10743']"
"[15, 21]","[19, 14]","['7489', '3384', '20839', '13497', '72517']",72517,"['3384', '13497', '20839', '7489', '72517']"
"[15, 13]","[19, 28]","['68970', '34763', '53137', '20590', '23197']",23197,"['53137', '23197', '34763', '20590', '68970']"
"[17, 5]","[9, 26]","['33045', '50221', '7913', '72055', '23716']",23716,"['50221', '72055', '7913', '33045', '23716']"
"[3, 26]","[0, 7]","['49864', '40031', '1064', '72586', '15613']",15613,"['1064', '15613', '40031', '49864', '72586']"
"[14, 7]","[5, 22]","['77045', '38835', '67483', '25607', '48795']",48795,"['48795', '67483', '77045', '25607', '38835']"
"[18, 25]","[14, 8]","['3282', '25711', '4132', '73827', '40877']",40877,"['3282', '4132', '73827', '25711', '40877']"
"[19, 25]","[14, 9]","['74532', '47247', '33749', '26994', '40550']",40550,"['40550', '33749', '74532', '47247', '26994']"
"[9, 26]","[0, 0]","['27788', '7474', '23716', '50181', '28082']",28082,"['23716', '7474', '28082', '27788', '50181']"
"[7, 3]","[19, 14]","['61767', '75828', '52457', '64781', '26703']",26703,"['52457', '26703', '61767', '75828', '64781']"
"[0, 14]","[7, 3]","['39894', '80522', '17291', '42604', '75828']",75828,"['39894', '75828', '42604', '80522', '17291']"
"[9, 11]","[15, 28]","['30907', '41897', '335', '61914', '38548']",38548,"['30907', '335', '61914', '38548', '41897']"
"[9, 26]","[5, 19]","['50181', '27788', '23716', '7474', '60473']",60473,"['60473', '23716', '27788', '50181', '7474']"
"[15, 28]","[19, 8]","['23274', '10526', '3258', '38548', '71082']",71082,"['23274', '71082', '38548', '10526', '3258']"
"[7, 20]","[0, 2]","['55305', '2277', '2425', '54372', '45218']",45218,"['55305', '54372', '2277', '2425', '45218']"
"[19, 5]","[15, 13]","['76431', '59952', '63902', '17017', '42684']",42684,"['17017', '76431', '42684', '63902', '59952']"
"[19, 13]","[3, 21]","['37914', '42612', '43396', '43324', '14038']",14038,"['43324', '37914', '42612', '14038', '43396']"
"[3, 5]","[9, 3]","['64', '74226', '12162', '63514', '74662']",74662,"['12162', '64', '74226', '74662', '63514']"
"[17, 21]","[0, 24]","['69704', '62549', '9795', '40487', '74418']",74418,"['40487', '74418', '69704', '62549', '9795']"
"[0, 24]","[15, 28]","['48780', '31926', '74418', '37989', '10526']",10526,"['48780', '74418', '10526', '31926', '37989']"
"[9, 3]","[3, 28]","['64671', '74662', '1268', '14914', '42226']",42226,"['14914', '1268', '74662', '64671', '42226']"
"[9, 26]","[19, 5]","['7474', '23716', '50181', '27788', '32569']",32569,"['32569', '7474', '27788', '23716', '50181']"
"[17, 5]","[18, 25]","['72055', '7913', '33045', '50221', '3282']",3282,"['72055', '7913', '33045', '3282', '50221']"
"[7, 1]","[15, 28]","['16951', '12421', '3536', '12376', '67905']",67905,"['12421', '16951', '3536', '12376', '67905']"
"[19, 18]","[9, 11]","['35149', '55086', '74633', '30721', '30907']",30907,"['30721', '74633', '55086', '30907', '35149']"
"[5, 22]","[9, 11]","['77349', '48795', '57572', '7217', '78534']",78534,"['77349', '48795', '78534', '57572', '7217']"
"[0, 6]","[3, 12]","['43375', '59474', '43036', '25447', '27821']",27821,"['43375', '59474', '27821', '25447', '43036']"
"[14, 9]","[4, 27]","['39708', '40550', '14102', '26506', '5222']",5222,"['40550', '5222', '39708', '14102', '26506']"
"[9, 3]","[19, 14]","['14914', '1268', '74662', '64671', '26703']",26703,"['74662', '26703', '14914', '1268', '64671']"
"[9, 11]","[3, 3]","['52758', '61914', '4186', '15606', '72700']",72700,"['4186', '52758', '15606', '72700', '61914']"
"[7, 20]","[5, 4]","['55305', '54372', '2425', '2277', '35725']",35725,"['55305', '35725', '54372', '2277', '2425']"
"[14, 7]","[7, 22]","['67483', '51393', '25607', '77045', '23132']",23132,"['25607', '77045', '67483', '23132', '51393']"
"[19, 14]","[3, 3]","['26372', '72517', '26703', '64729', '10131']",10131,"['72517', '26372', '26703', '64729', '10131']"
"[3, 12]","[0, 0]","['27821', '20968', '1181', '37955', '14834']",14834,"['27821', '20968', '1181', '14834', '37955']"
"[7, 3]","[0, 7]","['75828', '64781', '52457', '61767', '66807']",66807,"['61767', '66807', '52457', '75828', '64781']"
"[19, 28]","[3, 5]","['55589', '43363', '23197', '42272', '63514']",63514,"['55589', '63514', '42272', '23197', '43363']"
"[15, 21]","[14, 8]","['3384', '13497', '7489', '20839', '39691']",39691,"['7489', '3384', '20839', '39691', '13497']"
"[17, 21]","[18, 25]","['62549', '40487', '62454', '9795', '25711']",25711,"['9795', '62549', '25711', '40487', '62454']"
"[17, 5]","[0, 2]","['50221', '33045', '72055', '7913', '59390']",59390,"['7913', '50221', '72055', '33045', '59390']"
"[5, 19]","[19, 14]","['77183', '60473', '10743', '53655', '64729']",64729,"['77183', '10743', '64729', '53655', '60473']"
"[3, 17]","[5, 4]","['64047', '12043', '54792', '33084', '27706']",27706,"['33084', '54792', '27706', '64047', '12043']"
"[15, 13]","[0, 6]","['42684', '20590', '68970', '34763', '43036']",43036,"['34763', '43036', '68970', '20590', '42684']"
"[3, 7]","[7, 22]","['73164', '19796', '19992', '4286', '79411']",79411,"['19992', '4286', '19796', '73164', '79411']"
"[14, 9]","[17, 18]","['26506', '14102', '39708', '26678', '6955']",6955,"['39708', '26678', '26506', '14102', '6955']"
"[17, 5]","[5, 29]","['72055', '33045', '7913', '50221', '18711']",18711,"['18711', '50221', '72055', '7913', '33045']"
"[7, 1]","[19, 14]","['10825', '16951', '12421', '17550', '26703']",26703,"['12421', '26703', '10825', '16951', '17550']"
"[14, 7]","[0, 6]","['51393', '38835', '25607', '77045', '25447']",25447,"['51393', '77045', '25607', '38835', '25447']"
"[3, 28]","[19, 5]","['73823', '42226', '12683', '55090', '76431']",76431,"['12683', '55090', '76431', '73823', '42226']"
"[17, 18]","[19, 14]","['31693', '51240', '66316', '21543', '72517']",72517,"['51240', '21543', '66316', '31693', '72517']"
"[14, 8]","[0, 6]","['28732', '39691', '40877', '46039', '25447']",25447,"['28732', '46039', '40877', '39691', '25447']"
"[19, 13]","[3, 16]","['42612', '37914', '43396', '43324', '11746']",11746,"['11746', '43324', '43396', '42612', '37914']"
"[9, 3]","[3, 7]","['14914', '9662', '64671', '74662', '4286']",4286,"['74662', '64671', '14914', '9662', '4286']"
"[18, 25]","[14, 8]","['4132', '62071', '3282', '73827', '28694']",28694,"['62071', '28694', '3282', '4132', '73827']"
"[15, 13]","[14, 7]","['42684', '20590', '68970', '53137', '25607']",25607,"['53137', '20590', '42684', '68970', '25607']"
"[15, 13]","[19, 10]","['53137', '25079', '42684', '68970', '55791']",55791,"['25079', '68970', '53137', '42684', '55791']"
"[17, 18]","[3, 12]","['46660', '70105', '31693', '6955', '27821']",27821,"['46660', '70105', '27821', '6955', '31693']"
"[15, 17]","[9, 26]","['11908', '47834', '1225', '60915', '27788']",27788,"['1225', '11908', '47834', '60915', '27788']"
"[0, 7]","[3, 5]","['65801', '15613', '66807', '10984', '64']",64,"['64', '15613', '66807', '65801', '10984']"
"[7, 1]","[0, 24]","['3536', '17550', '8109', '10825', '48780']",48780,"['10825', '17550', '3536', '48780', '8109']"
"[9, 26]","[7, 22]","['7474', '23716', '27788', '6759', '40679']",40679,"['23716', '40679', '6759', '27788', '7474']"
"[7, 22]","[19, 14]","['23132', '31113', '79411', '40679', '64729']",64729,"['23132', '79411', '64729', '40679', '31113']"
"[19, 10]","[7, 20]","['73023', '25168', '21540', '55791', '2277']",2277,"['2277', '55791', '25168', '73023', '21540']"
"[18, 25]","[19, 28]","['62071', '4132', '3282', '73827', '55589']",55589,"['4132', '55589', '3282', '62071', '73827']"
"[7, 20]","[15, 28]","['2425', '55305', '2277', '54372', '3258']",3258,"['54372', '2277', '3258', '2425', '55305']"
"[5, 4]","[14, 7]","['2004', '63485', '70560', '53032', '77045']",77045,"['70560', '53032', '77045', '2004', '63485']"
"[0, 0]","[3, 12]","['8176', '78009', '14834', '28082', '37955']",37955,"['8176', '28082', '37955', '14834', '78009']"
"[0, 0]","[19, 8]","['8176', '78009', '28082', '14834', '71082']",71082,"['8176', '71082', '14834', '78009', '28082']"
"[14, 8]","[15, 28]","['28732', '40877', '28694', '46039', '3258']",3258,"['46039', '28694', '3258', '28732', '40877']"
"[15, 28]","[0, 2]","['23274', '38548', '3258', '67905', '80744']",80744,"['80744', '3258', '38548', '23274', '67905']"
"[0, 14]","[14, 9]","['17291', '75707', '42604', '80522', '40550']",40550,"['40550', '42604', '17291', '75707', '80522']"
"[9, 3]","[3, 4]","['1268', '64671', '9662', '74662', '20671']",20671,"['9662', '20671', '74662', '1268', '64671']"
"[15, 13]","[14, 7]","['34763', '42684', '25079', '53137', '38835']",38835,"['25079', '34763', '38835', '53137', '42684']"
"[5, 29]","[19, 10]","['52548', '18711', '51743', '21765', '73023']",73023,"['52548', '51743', '18711', '73023', '21765']"
"[7, 22]","[3, 5]","['31113', '79411', '23132', '40679', '74226']",74226,"['40679', '23132', '74226', '79411', '31113']"
"[7, 20]","[19, 5]","['54372', '2425', '55305', '2277', '59952']",59952,"['54372', '55305', '2277', '59952', '2425']"
"[3, 16]","[19, 8]","['177', '56017', '63317', '11746', '36396']",36396,"['36396', '56017', '177', '11746', '63317']"
"[0, 6]","[17, 5]","['41154', '43036', '43375', '75880', '72055']",72055,"['75880', '43375', '41154', '43036', '72055']"
"[4, 27]","[17, 5]","['5222', '77515', '12888', '70239', '72055']",72055,"['70239', '12888', '5222', '77515', '72055']"
"[18, 25]","[3, 7]","['73827', '62071', '3282', '25711', '30859']",30859,"['25711', '62071', '30859', '73827', '3282']"
"[15, 17]","[7, 20]","['1225', '11908', '47834', '60915', '54372']",54372,"['60915', '54372', '11908', '1225', '47834']"
"[3, 21]","[19, 10]","['53064', '47060', '42206', '14038', '25168']",25168,"['42206', '25168', '47060', '14038', '53064']"
"[3, 7]","[0, 14]","['30859', '73164', '4286', '19992', '75707']",75707,"['4286', '19992', '75707', '73164', '30859']"
"[17, 18]","[18, 25]","['70105', '66935', '6955', '21543', '4132']",4132,"['21543', '70105', '4132', '66935', '6955']"
"[14, 8]","[18, 23]","['46039', '28694', '28732', '39691', '20502']",20502,"['39691', '28732', '28694', '46039', '20502']"
"[3, 5]","[0, 6]","['63514', '64', '74226', '12162', '59474']",59474,"['64', '59474', '12162', '74226', '63514']"
"[9, 3]","[0, 2]","['14914', '74662', '9662', '1268', '44145']",44145,"['44145', '14914', '9662', '74662', '1268']"
"[17, 18]","[3, 3]","['46660', '21408', '66935', '66316', '22487']",22487,"['21408', '46660', '66935', '66316', '22487']"
"[17, 5]","[3, 7]","['72055', '7913', '33045', '50221', '19796']",19796,"['19796', '7913', '72055', '50221', '33045']"
"[15, 28]","[5, 29]","['3258', '23274', '67905', '10526', '55950']",55950,"['23274', '67905', '10526', '55950', '3258']"
"[5, 22]","[14, 9]","['48795', '40863', '77349', '57572', '39708']",39708,"['40863', '57572', '39708', '77349', '48795']"
"[19, 28]","[0, 14]","['52721', '42272', '43363', '23197', '80522']",80522,"['42272', '80522', '52721', '23197', '43363']"
"[19, 13]","[14, 8]","['26354', '35479', '37914', '42612', '39691']",39691,"['37914', '26354', '42612', '39691', '35479']"
"[15, 21]","[19, 25]","['3384', '7489', '20839', '13497', '47247']",47247,"['20839', '13497', '47247', '3384', '7489']"
"[7, 3]","[4, 27]","['61767', '52457', '64781', '75828', '70239']",70239,"['64781', '52457', '70239', '75828', '61767']"
"[3, 17]","[19, 25]","['38478', '64047', '33084', '54792', '26994']",26994,"['33084', '64047', '54792', '26994', '38478']"
"[15, 28]","[0, 24]","['67905', '10526', '23274', '3258', '31926']",31926,"['31926', '67905', '3258', '23274', '10526']"
"[19, 5]","[3, 17]","['72346', '32569', '17017', '76431', '54792']",54792,"['76431', '54792', '32569', '72346', '17017']"
"[17, 18]","[3, 26]","['66316', '51240', '21543', '31693', '1064']",1064,"['21543', '31693', '1064', '66316', '51240']"
"[0, 6]","[3, 4]","['59474', '43036', '49395', '41154', '9383']",9383,"['43036', '59474', '9383', '41154', '49395']"
"[9, 4]","[5, 22]","['50510', '79413', '64614', '80219', '77349']",77349,"['80219', '50510', '77349', '79413', '64614']"
"[3, 12]","[19, 14]","['20968', '37955', '1181', '27821', '26703']",26703,"['1181', '26703', '20968', '37955', '27821']"
"[7, 20]","[5, 4]","['2425', '2277', '55305', '54372', '70560']",70560,"['55305', '2277', '2425', '70560', '54372']"
"[19, 8]","[17, 21]","['71082', '36396', '6777', '19346', '62454']",62454,"['6777', '36396', '71082', '62454', '19346']"
"[15, 28]","[17, 18]","['10526', '3258', '23274', '67905', '21543']",21543,"['23274', '3258', '21543', '10526', '67905']"
"[14, 7]","[9, 3]","['67483', '77045', '38835', '51393', '64671']",64671,"['64671', '67483', '38835', '51393', '77045']"
"[0, 0]","[17, 18]","['28082', '8176', '14834', '78009', '6955']",6955,"['14834', '78009', '28082', '8176', '6955']"
"[3, 26]","[0, 7]","['34449', '18887', '50906', '49864', '10984']",10984,"['50906', '10984', '18887', '49864', '34449']"
"[14, 9]","[9, 26]","['26506', '6508', '39708', '14102', '23716']",23716,"['6508', '14102', '39708', '26506', '23716']"
"[19, 25]","[3, 26]","['33749', '26994', '59747', '47247', '19246']",19246,"['47247', '33749', '19246', '26994', '59747']"
"[7, 1]","[3, 26]","['53652', '12421', '12376', '17550', '9147']",9147,"['12376', '12421', '9147', '17550', '53652']"
"[5, 22]","[0, 24]","['40863', '77349', '48795', '57572', '31926']",31926,"['31926', '40863', '57572', '48795', '77349']"
"[0, 14]","[14, 7]","['75707', '39894', '80522', '37963', '67483']",67483,"['39894', '80522', '75707', '37963', '67483']"
"[14, 8]","[3, 3]","['46039', '40877', '28694', '28732', '10131']",10131,"['40877', '46039', '28694', '28732', '10131']"
"[15, 13]","[19, 18]","['20590', '24364', '68970', '42684', '29042']",29042,"['29042', '42684', '20590', '68970', '24364']"
"[19, 25]","[15, 17]","['59747', '74532', '47247', '26994', '1225']",1225,"['59747', '74532', '1225', '47247', '26994']"
"[18, 25]","[3, 28]","['25711', '3282', '62071', '73827', '55090']",55090,"['25711', '55090', '62071', '3282', '73827']"
"[9, 3]","[5, 19]","['64671', '74662', '1268', '14914', '54232']",54232,"['64671', '14914', '1268', '54232', '74662']"
"[14, 8]","[7, 1]","['39691', '28732', '40877', '46039', '17550']",17550,"['17550', '46039', '40877', '39691', '28732']"
"[9, 26]","[19, 28]","['6759', '27788', '23716', '50181', '55589']",55589,"['27788', '55589', '23716', '6759', '50181']"
"[18, 23]","[15, 13]","['40817', '37360', '64148', '48306', '20590']",20590,"['40817', '20590', '64148', '48306', '37360']"
"[5, 22]","[0, 2]","['48795', '77349', '7217', '40863', '54867']",54867,"['77349', '7217', '48795', '54867', '40863']"
"[17, 18]","[19, 13]","['21408', '70105', '66316', '21543', '43324']",43324,"['70105', '21408', '43324', '21543', '66316']"
"[3, 5]","[5, 19]","['64', '74226', '63514', '12162', '51211']",51211,"['63514', '74226', '12162', '64', '51211']"
"[19, 13]","[14, 7]","['35479', '43324', '43396', '26354', '38835']",38835,"['43396', '35479', '38835', '26354', '43324']"
"[0, 7]","[4, 27]","['15613', '66807', '72266', '65801', '77515']",77515,"['15613', '65801', '72266', '66807', '77515']"
"[19, 8]","[3, 17]","['6777', '36396', '71082', '19346', '64047']",64047,"['19346', '6777', '71082', '64047', '36396']"
"[18, 25]","[3, 16]","['73827', '4132', '62071', '3282', '177']",177,"['62071', '73827', '177', '3282', '4132']"
"[17, 18]","[3, 3]","['66935', '31693', '21408', '51240', '22487']",22487,"['31693', '66935', '21408', '51240', '22487']"
"[9, 3]","[15, 17]","['64671', '9662', '14914', '1268', '11908']",11908,"['9662', '64671', '1268', '11908', '14914']"
"[15, 21]","[17, 5]","['20839', '3384', '13497', '7489', '7913']",7913,"['13497', '7489', '7913', '20839', '3384']"
"[18, 25]","[9, 11]","['3282', '25711', '62071', '73827', '335']",335,"['73827', '62071', '335', '3282', '25711']"
"[3, 4]","[18, 23]","['20671', '9383', '35787', '11039', '6216']",6216,"['6216', '9383', '35787', '20671', '11039']"
"[7, 1]","[3, 26]","['12421', '12376', '8109', '10825', '68096']",68096,"['12421', '68096', '10825', '8109', '12376']"
"[0, 7]","[7, 1]","['15613', '66807', '65801', '10984', '3536']",3536,"['66807', '3536', '15613', '10984', '65801']"
"[0, 7]","[15, 17]","['72266', '10984', '15613', '65801', '47834']",47834,"['65801', '15613', '10984', '72266', '47834']"
"[15, 13]","[9, 3]","['68970', '42684', '24364', '34763', '9662']",9662,"['42684', '68970', '24364', '34763', '9662']"
"[3, 17]","[5, 29]","['54792', '38478', '53579', '33084', '55950']",55950,"['38478', '53579', '33084', '55950', '54792']"
"[0, 0]","[19, 18]","['28082', '8176', '14834', '78009', '55086']",55086,"['28082', '55086', '14834', '8176', '78009']"
"[17, 18]","[14, 7]","['6955', '21543', '21408', '51240', '77045']",77045,"['21408', '51240', '77045', '6955', '21543']"
"[3, 5]","[0, 14]","['74226', '63514', '64', '12162', '1261']",1261,"['63514', '12162', '1261', '64', '74226']"
"[3, 26]","[18, 23]","['50906', '49864', '32729', '9147', '72978']",72978,"['9147', '49864', '32729', '72978', '50906']"
"[17, 21]","[15, 17]","['9795', '69704', '78147', '40487', '60915']",60915,"['69704', '40487', '78147', '60915', '9795']"
"[7, 22]","[0, 0]","['31113', '23132', '40679', '79411', '28082']",28082,"['40679', '23132', '28082', '31113', '79411']"
"[15, 28]","[19, 10]","['3258', '38548', '23274', '67905', '55791']",55791,"['38548', '67905', '3258', '23274', '55791']"
"[14, 8]","[19, 25]","['40877', '28694', '46039', '39691', '59747']",59747,"['39691', '59747', '46039', '40877', '28694']"
"[14, 7]","[19, 10]","['67483', '25607', '38835', '77045', '55791']",55791,"['25607', '77045', '67483', '38835', '55791']"
