base_cluster,other_cluster,options,outlier_id,predicted_id,raw_response
"[0, 7]","[15, 21]","['20839', '10984', '15613', '66807', '72266']",20839,D,D
"[18, 25]","[19, 28]","['73827', '55589', '25711', '62071', '3282']",55589,C,C
"[3, 17]","[14, 7]","['54792', '53579', '64047', '38478', '67483']",67483,E,E
"[0, 6]","[15, 17]","['75880', '25447', '43375', '43036', '1225']",1225,E,E
"[7, 3]","[4, 27]","['75828', '61767', '70239', '52457', '64781']",70239,C,C
"[19, 25]","[15, 17]","['26994', '1225', '47247', '59747', '74532']",1225,C,C
"[9, 3]","[17, 21]","['62454', '1268', '9662', '74662', '64671']",62454,C,C
"[14, 8]","[18, 25]","['40877', '25711', '28732', '46039', '28694']",25711,D,D
"[19, 28]","[15, 21]","['55589', '52721', '43363', '42272', '3384']",3384,E,E
"[18, 23]","[14, 9]","['78682', '26755', '72365', '65195', '6508']",6508,E,E
"[0, 24]","[15, 28]","['74418', '23274', '48780', '31926', '37989']",23274,C,C
"[17, 18]","[9, 3]","['46660', '21408', '6955', '31693', '64671']",64671,E,E
"[9, 11]","[17, 5]","['7913', '4186', '61914', '15606', '30907']",7913,C,C
"[0, 14]","[15, 13]","['75707', '39894', '80522', '24364', '42604']",24364,D,D
"[19, 28]","[18, 23]","['40111', '23197', '25667', '43363', '55589']",25667,C,C
"[7, 3]","[0, 14]","['75707', '61767', '75828', '64781', '52457']",75707,E,E
"[14, 9]","[3, 21]","['40550', '6508', '26678', '53064', '14102']",53064,D,D
"[19, 14]","[18, 25]","['26372', '26703', '62071', '64729', '72517']",62071,E,E
"[18, 25]","[9, 3]","['25711', '3282', '4132', '64671', '73827']",64671,D,D
"[9, 11]","[15, 13]","['30907', '61914', '68970', '52758', '78534']",68970,C,C
"[7, 3]","[0, 7]","['61767', '52457', '64781', '75828', '65801']",65801,D,D
"[9, 11]","[15, 13]","['61914', '20590', '30907', '335', '15606']",20590,B,B
"[7, 22]","[0, 14]","['31113', '75707', '79411', '23132', '40679']",75707,E,E
"[14, 9]","[3, 7]","['4286', '6508', '40550', '39708', '26506']",4286,B,B
"[15, 17]","[9, 11]","['47834', '61914', '11908', '1225', '60915']",61914,B,B
"[19, 25]","[15, 28]","['47247', '3258', '26994', '33749', '74532']",3258,D,D
"[15, 21]","[0, 14]","['7489', '80522', '13497', '3384', '20839']",80522,E,E
"[14, 9]","[4, 27]","['40550', '70239', '26678', '14102', '39708']",70239,B,B
"[15, 28]","[5, 19]","['3258', '67905', '49189', '10526', '38548']",49189,C,C
"[7, 22]","[0, 24]","['79411', '23132', '40679', '48780', '31113']",48780,D,D
"[19, 13]","[15, 28]","['26354', '43396', '38548', '43324', '37914']",38548,C,C
"[7, 20]","[0, 6]","['41154', '55305', '54372', '2425', '2277']",41154,D,D
"[19, 5]","[15, 28]","['55314', '76431', '63902', '72346', '10526']",10526,E,E
"[18, 25]","[5, 4]","['25711', '62071', '53032', '4132', '73827']",53032,E,E
"[3, 3]","[14, 8]","['22002', '72700', '28694', '10131', '30004']",28694,E,E
"[15, 17]","[0, 24]","['1225', '31926', '47834', '11908', '60915']",31926,C,C
"[19, 13]","[15, 28]","['10526', '43396', '35479', '26354', '42612']",10526,C,C
"[19, 18]","[15, 21]","['20839', '36535', '49556', '55086', '41277']",20839,A,A
"[7, 20]","[0, 2]","['9639', '54372', '2277', '55305', '2425']",9639,C,C
"[0, 2]","[7, 1]","['27625', '16951', '28242', '67842', '62759']",16951,B,B
"[15, 21]","[5, 29]","['13497', '20839', '3384', '51743', '7489']",51743,D,D
"[19, 10]","[15, 21]","['73023', '55791', '25168', '21540', '13497']",13497,A,A
"[7, 22]","[0, 24]","['31926', '23132', '31113', '79411', '40679']",31926,C,C
"[15, 13]","[9, 4]","['53137', '34763', '42684', '79413', '24364']",79413,D,D
"[19, 28]","[15, 13]","['55589', '52721', '43363', '34763', '23197']",34763,D,D
"[3, 21]","[14, 8]","['53064', '57272', '40877', '14038', '47060']",40877,C,C
"[5, 4]","[18, 23]","['35725', '70560', '12104', '2004', '63485']",12104,C,C
"[15, 13]","[5, 29]","['53137', '34763', '25079', '52548', '68970']",52548,D,D
"[0, 6]","[15, 21]","['43375', '41154', '43036', '3384', '25447']",3384,D,D
"[15, 17]","[0, 0]","['1225', '28082', '47834', '60915', '11908']",28082,E,E
"[0, 7]","[7, 3]","['66807', '72266', '15613', '52457', '10984']",52457,D,D
"[0, 14]","[7, 22]","['42604', '80522', '75707', '23132', '37963']",23132,C,C
"[15, 28]","[0, 7]","['67905', '23274', '38548', '65801', '3258']",65801,C,C
"[5, 19]","[15, 17]","['53655', '49189', '10743', '77183', '60915']",60915,E,E
"[15, 13]","[5, 19]","['42684', '20590', '35619', '24364', '53137']",35619,C,C
"[0, 6]","[15, 21]","['59474', '75880', '49395', '25447', '13497']",13497,C,C
"[0, 24]","[15, 28]","['37989', '10526', '31926', '74418', '48780']",10526,C,C
"[15, 21]","[0, 14]","['3384', '13497', '7489', '20839', '39894']",39894,E,E
"[0, 6]","[15, 17]","['25447', '43375', '41154', '75880', '11908']",11908,E,E
"[15, 28]","[19, 8]","['6777', '10526', '3258', '23274', '67905']",6777,A,A
"[18, 23]","[5, 19]","['26052', '67584', '78682', '49189', '12104']",49189,D,D
"[15, 28]","[19, 13]","['26354', '3258', '23274', '10526', '38548']",26354,A,A
"[15, 21]","[5, 4]","['70560', '13497', '3384', '20839', '7489']",70560,D,D
"[19, 10]","[15, 28]","['25168', '10526', '55791', '25618', '73023']",10526,D,D
"[3, 4]","[14, 8]","['40877', '11039', '35787', '9383', '20671']",40877,E,E
"[14, 8]","[4, 27]","['28694', '39691', '40877', '28732', '77515']",77515,E,E
"[5, 29]","[18, 23]","['18711', '21765', '72365', '51743', '55950']",72365,E,E
"[15, 17]","[0, 24]","['47834', '60915', '1225', '11908', '37989']",37989,E,E
"[19, 18]","[18, 25]","['74633', '30721', '58616', '41277', '25711']",25711,E,E
"[7, 20]","[0, 24]","['2277', '48780', '2425', '55305', '54372']",48780,C,C
"[17, 18]","[9, 11]","['335', '66935', '6955', '21543', '46660']",335,A,A
"[14, 8]","[3, 26]","['46039', '28732', '28694', '39691', '1064']",1064,E,E
"[15, 28]","[9, 11]","['10526', '67905', '30907', '38548', '23274']",30907,C,C
"[15, 17]","[0, 7]","['11908', '10984', '47834', '60915', '1225']",10984,B,B
"[14, 8]","[3, 16]","['40877', '28732', '28694', '63317', '39691']",63317,D,D
"[0, 0]","[15, 13]","['20590', '28082', '78009', '8176', '14834']",20590,B,B
"[15, 21]","[9, 26]","['7489', '13497', '20839', '3384', '50181']",50181,E,E
"[7, 20]","[0, 2]","['54867', '54372', '2425', '2277', '55305']",54867,C,C
"[18, 23]","[5, 4]","['59794', '27706', '78682', '61353', '65195']",27706,C,C
"[14, 8]","[3, 17]","['28694', '53579', '39691', '28732', '46039']",53579,C,C
"[18, 23]","[14, 8]","['59794', '40877', '5909', '48306', '72978']",40877,B,B
"[19, 8]","[18, 25]","['6777', '71082', '36396', '19346', '73827']",73827,E,E
"[9, 11]","[15, 28]","['41897', '335', '10526', '52758', '15606']",10526,C,C
"[15, 28]","[0, 24]","['23274', '10526', '38548', '3258', '48780']",48780,E,E
"[15, 28]","[9, 26]","['38548', '3258', '10526', '23274', '50181']",50181,E,E
"[18, 23]","[5, 22]","['14167', '48306', '77349', '61353', '72365']",77349,C,C
"[3, 5]","[14, 7]","['38835', '63514', '12162', '74226', '64']",38835,C,C
"[19, 14]","[15, 13]","['26372', '24364', '64729', '26703', '72517']",24364,C,C
"[15, 21]","[0, 6]","['25447', '20839', '13497', '7489', '3384']",25447,A,A
"[0, 6]","[7, 1]","['41154', '25447', '16951', '43375', '59474']",16951,C,C
"[15, 13]","[19, 8]","['25079', '42684', '53137', '36396', '20590']",36396,C,C
"[9, 26]","[17, 18]","['50181', '46660', '27788', '7474', '23716']",46660,C,C
"[3, 16]","[14, 7]","['11746', '63317', '51393', '56017', '177']",51393,C,C
"[0, 24]","[15, 17]","['37989', '74418', '1225', '48780', '31926']",1225,C,C
"[19, 10]","[18, 23]","['64148', '55791', '25618', '73023', '21540']",64148,D,D
"[18, 25]","[19, 5]","['62071', '3282', '73827', '25711', '32569']",32569,E,E
"[14, 9]","[3, 4]","['26506', '6508', '20671', '39708', '40550']",20671,B,B
"[15, 13]","[0, 14]","['42684', '68970', '25079', '53137', '1261']",1261,E,E
"[15, 28]","[19, 8]","['38548', '67905', '6777', '3258', '10526']",6777,C,C
